timestamp,symbol,action,entry,sl,tp,lots,reason
2026-01-05 10:15:26,NZDUSD,SELL,0.57754,0.57812,0.5758000000000003,1.68,DAILY_HIGH_SWEEP_STRONG
2026-01-05 10:47:45,NZDUSD,SELL,0.57826,0.57893,0.5762500000000002,1.44,DAILY_HIGH_SWEEP_STRONG
2026-01-05 14:00:10,EURUSD,SELL,1.17248,1.1730699999999998,1.1707100000000004,1.62,DAILY_HIGH_SWEEP_STRONG
2026-01-06 11:51:32,GBPUSD,BUY,1.34959,1.34816,1.3538800000000002,0.66,DAILY_LOW_SWEEP_STRONG
2026-01-07 10:28:53,GBPUSD,BUY,1.34837,1.34639,1.3543100000000003,0.48,DAILY_LOW_SWEEP_STRONG
